location,date,temp_max,temp_min,precipitation,rain,snowfall,wind_speed,temperature_range,heavy_rain_flag,snow_flag,strong_wind_flag
Manali,2021-01-01,9.4,4.9,0.0,0.0,0.0,4.7,4.5,0,0,0
Manali,2021-01-02,7.8,5.7,6.4,0.0,4.48,4.0,2.0999999999999996,0,1,0
Manali,2021-01-03,8.7,5.6,18.4,0.0,12.88,4.8,3.0999999999999996,0,1,0
Manali,2021-01-04,8.9,5.6,4.0,0.0,2.8,5.4,3.3000000000000007,0,1,0
Manali,2021-01-05,7.2,6.0,48.5,0.2,33.81,3.8,1.2000000000000002,0,1,0
Manali,2021-01-06,8.0,5.3,26.0,0.1,18.13,4.7,2.7,0,1,0
Manali,2021-01-07,10.5,5.3,0.0,0.0,0.0,5.5,5.2,0,0,0
Manali,2021-01-08,9.9,7.0,0.0,0.0,0.0,6.9,2.9000000000000004,0,0,0
Manali,2021-01-09,10.2,4.8,0.0,0.0,0.0,7.6,5.3999999999999995,0,0,0
Manali,2021-01-10,10.9,4.8,0.0,0.0,0.0,4.9,6.1000000000000005,0,0,0
Manali,2021-01-11,10.8,4.8,0.0,0.0,0.0,5.1,6.000000000000001,0,0,0
Manali,2021-01-12,10.1,4.8,0.0,0.0,0.0,4.8,5.3,0,0,0
Manali,2021-01-13,10.5,5.0,0.0,0.0,0.0,4.9,5.5,0,0,0
Manali,2021-01-14,12.9,7.9,0.0,0.0,0.0,4.7,5.0,0,0,0
Manali,2021-01-15,14.0,8.8,0.5,0.0,0.35,4.0,5.199999999999999,0,1,0
Manali,2021-01-16,12.1,6.3,0.0,0.0,0.0,5.4,5.8,0,0,0
Manali,2021-01-17,13.2,8.9,0.0,0.0,0.0,4.3,4.299999999999999,0,0,0
Manali,2021-01-18,10.4,5.3,12.4,0.0,8.68,5.9,5.1000000000000005,0,1,0
Manali,2021-01-19,10.7,5.1,10.4,0.0,7.28,5.7,5.6,0,1,0
Manali,2021-01-20,10.8,5.1,15.9,0.2,10.99,5.4,5.700000000000001,0,1,0
Manali,2021-01-21,14.2,6.3,0.0,0.0,0.0,5.4,7.8999999999999995,0,0,0
Manali,2021-01-22,14.3,8.1,0.0,0.0,0.0,7.0,6.200000000000001,0,0,0
Manali,2021-01-23,7.0,2.7,19.8,0.0,13.86,7.1,4.3,0,1,0
Manali,2021-01-24,7.3,3.0,13.3,0.0,9.38,4.9,4.3,0,1,0
Manali,2021-01-25,8.8,3.3,5.8,0.1,3.99,4.3,5.500000000000001,0,1,0
Manali,2021-01-26,9.1,2.7,11.0,0.0,7.7,4.0,6.3999999999999995,0,1,0
Manali,2021-01-27,8.5,2.2,0.6,0.0,0.42,4.3,6.3,0,1,0
Manali,2021-01-28,6.2,1.0,2.2,0.0,1.54,4.3,5.2,0,1,0
Manali,2021-01-29,6.8,-1.0,0.0,0.0,0.0,4.6,7.8,0,0,0
Manali,2021-01-30,8.6,-0.4,0.0,0.0,0.0,4.9,9.0,0,0,0
Manali,2021-01-31,10.4,3.9,7.9,0.0,5.53,3.7,6.5,0,1,0
Manali,2021-02-01,7.9,3.9,19.1,0.0,13.37,4.0,4.0,0,1,0
Manali,2021-02-02,10.4,3.7,19.8,0.0,13.86,4.4,6.7,0,1,0
Manali,2021-02-03,4.3,1.2,15.3,0.0,10.71,4.6,3.0999999999999996,0,1,0
Manali,2021-02-04,2.8,0.8,27.1,0.0,18.97,4.6,1.9999999999999998,0,1,0
Manali,2021-02-05,4.4,1.0,0.3,0.0,0.21,3.3,3.4000000000000004,0,1,0
Manali,2021-02-06,7.6,0.3,0.0,0.0,0.0,5.9,7.3,0,0,0
Manali,2021-02-07,13.7,5.2,0.0,0.0,0.0,6.7,8.5,0,0,0
Manali,2021-02-08,15.5,8.9,0.0,0.0,0.0,4.7,6.6,0,0,0
Manali,2021-02-09,15.4,7.7,0.7,0.0,0.49,4.5,7.7,0,1,0
Manali,2021-02-10,10.6,4.7,6.0,0.0,4.2,5.4,5.8999999999999995,0,1,0
Manali,2021-02-11,13.1,5.3,0.0,0.0,0.0,4.7,7.8,0,0,0
Manali,2021-02-12,11.9,5.8,0.0,0.0,0.0,4.7,6.1000000000000005,0,0,0
Manali,2021-02-13,12.6,7.5,0.0,0.0,0.0,4.7,5.1,0,0,0
Manali,2021-02-14,11.6,5.0,0.0,0.0,0.0,4.8,6.6,0,0,0
Manali,2021-02-15,10.1,3.8,0.0,0.0,0.0,5.2,6.3,0,0,0
Manali,2021-02-16,9.0,2.4,0.0,0.0,0.0,5.9,6.6,0,0,0
Manali,2021-02-17,9.0,1.4,0.0,0.0,0.0,5.9,7.6,0,0,0
Manali,2021-02-18,8.9,1.7,0.0,0.0,0.0,5.6,7.2,0,0,0
Manali,2021-02-19,10.5,2.6,0.0,0.0,0.0,6.6,7.9,0,0,0
Manali,2021-02-20,13.3,7.2,0.3,0.1,0.14,4.0,6.1000000000000005,0,1,0
Manali,2021-02-21,15.0,9.3,6.0,4.1,1.33,4.0,5.699999999999999,0,1,0
Manali,2021-02-22,14.8,10.7,1.4,0.8,0.42,3.6,4.100000000000001,0,1,0
Manali,2021-02-23,12.2,4.4,21.0,8.2,8.96,6.4,7.799999999999999,0,1,0
Manali,2021-02-24,11.9,4.4,12.0,3.8,5.74,6.4,7.5,0,1,0
Manali,2021-02-25,13.5,9.1,14.0,8.9,3.57,6.1,4.4,0,1,0
Manali,2021-02-26,12.1,9.0,11.9,9.8,1.47,5.6,3.0999999999999996,0,1,0
Manali,2021-02-27,9.2,5.7,23.3,12.3,7.7,6.3,3.499999999999999,0,1,0
Manali,2021-02-28,10.3,6.9,5.2,0.4,3.36,5.4,3.4000000000000004,0,1,0
Manali,2021-03-01,11.5,5.9,19.0,2.9,11.27,4.8,5.6,0,1,0
Manali,2021-03-02,15.5,5.8,4.1,0.1,2.8,4.3,9.7,0,1,0
Manali,2021-03-03,14.3,7.9,9.8,2.6,5.04,5.1,6.4,0,1,0
Manali,2021-03-04,12.3,-0.5,23.3,0.4,16.1,5.6,12.8,0,1,0
Manali,2021-03-05,12.6,6.3,20.4,8.2,8.54,5.6,6.3,0,1,0
Manali,2021-03-06,14.8,7.0,7.5,2.7,3.36,5.3,7.800000000000001,0,1,0
Manali,2021-03-07,11.6,8.3,35.4,21.2,9.94,4.7,3.299999999999999,0,1,0
Manali,2021-03-08,12.0,7.4,28.6,12.0,11.62,3.6,4.6,0,1,0
Manali,2021-03-09,13.5,7.6,8.6,0.2,5.88,4.8,5.9,0,1,0
Manali,2021-03-10,11.4,8.7,4.4,0.9,2.45,4.0,2.700000000000001,0,1,0
Manali,2021-03-11,13.5,9.1,0.0,0.0,0.0,3.8,4.4,0,0,0
Manali,2021-03-12,11.7,8.3,3.0,0.0,2.1,4.9,3.3999999999999986,0,1,0
Manali,2021-03-13,14.4,7.4,0.0,0.0,0.0,5.1,7.0,0,0,0
Manali,2021-03-14,15.6,10.2,0.0,0.0,0.0,4.7,5.4,0,0,0
Manali,2021-03-15,15.0,8.3,0.0,0.0,0.0,4.3,6.699999999999999,0,0,0
Manali,2021-03-16,14.8,9.8,0.0,0.0,0.0,4.0,5.0,0,0,0
Manali,2021-03-17,14.3,9.5,0.7,0.2,0.35,4.5,4.800000000000001,0,1,0
Manali,2021-03-18,15.0,9.3,0.0,0.0,0.0,4.1,5.699999999999999,0,0,0
Manali,2021-03-19,14.4,9.5,0.3,0.1,0.14,4.4,4.9,0,1,0
Manali,2021-03-20,14.3,8.1,0.0,0.0,0.0,4.8,6.200000000000001,0,0,0
Manali,2021-03-21,15.0,9.3,7.3,3.5,2.66,4.7,5.699999999999999,0,1,0
Manali,2021-03-22,9.9,6.9,34.0,8.8,17.64,3.8,3.0,0,1,0
Manali,2021-03-23,10.7,6.3,16.5,0.4,11.27,5.2,4.3999999999999995,0,1,0
Manali,2021-03-24,11.8,5.9,0.0,0.0,0.0,4.8,5.9,0,0,0
Manali,2021-03-25,13.6,6.4,0.0,0.0,0.0,5.1,7.199999999999999,0,0,0
Manali,2021-03-26,15.6,8.7,0.0,0.0,0.0,6.3,6.9,0,0,0
Manali,2021-03-27,17.1,10.7,0.0,0.0,0.0,4.7,6.400000000000002,0,0,0
Manali,2021-03-28,18.3,11.1,7.4,7.4,0.0,4.3,7.200000000000001,0,0,0
Manali,2021-03-29,15.7,11.3,19.0,18.8,0.14,5.2,4.399999999999999,0,1,0
Manali,2021-03-30,15.0,8.7,30.1,27.7,1.68,4.7,6.300000000000001,0,1,0
Manali,2021-03-31,15.1,7.1,8.4,4.5,2.73,6.1,8.0,0,1,0
Manali,2021-04-01,13.7,7.9,23.0,14.1,6.23,4.9,5.799999999999999,0,1,0
Manali,2021-04-02,11.4,8.5,1.5,0.4,0.77,6.5,2.9000000000000004,0,1,0
Manali,2021-04-03,13.7,4.9,0.0,0.0,0.0,4.3,8.799999999999999,0,0,0
Manali,2021-04-04,17.9,8.1,1.2,1.2,0.0,5.0,9.799999999999999,0,0,0
Manali,2021-04-05,14.2,10.8,14.3,14.1,0.14,4.4,3.3999999999999986,0,1,0
Manali,2021-04-06,13.2,9.7,28.6,27.1,1.05,4.2,3.5,0,1,0
Manali,2021-04-07,14.7,6.8,22.1,9.4,8.89,4.8,7.8999999999999995,0,1,0
Manali,2021-04-08,11.1,6.5,11.9,5.4,4.55,4.8,4.6,0,1,0
Manali,2021-04-09,14.8,7.9,2.1,0.0,1.47,4.1,6.9,0,1,0
Manali,2021-04-10,16.2,8.8,0.0,0.0,0.0,4.7,7.399999999999999,0,0,0
Manali,2021-04-11,16.1,8.3,0.0,0.0,0.0,5.1,7.800000000000001,0,0,0
Manali,2021-04-12,15.1,9.7,0.3,0.3,0.0,5.8,5.4,0,0,0
Manali,2021-04-13,17.2,7.7,0.0,0.0,0.0,5.6,9.5,0,0,0
Manali,2021-04-14,17.3,11.0,0.0,0.0,0.0,4.7,6.300000000000001,0,0,0
Manali,2021-04-15,16.5,10.0,0.0,0.0,0.0,5.2,6.5,0,0,0
Manali,2021-04-16,16.9,11.1,2.5,1.7,0.56,4.5,5.799999999999999,0,1,0
Manali,2021-04-17,10.7,8.0,23.8,16.2,5.32,4.6,2.6999999999999993,0,1,0
Manali,2021-04-18,14.2,7.5,30.5,18.3,8.54,4.6,6.699999999999999,0,1,0
Manali,2021-04-19,16.1,9.8,19.8,14.3,3.85,3.6,6.300000000000001,0,1,0
Manali,2021-04-20,15.7,6.7,16.3,1.8,10.15,4.4,9.0,0,1,0
Manali,2021-04-21,11.3,6.9,32.4,11.7,14.49,3.9,4.4,0,1,0
Manali,2021-04-22,10.3,7.6,42.5,17.4,17.57,3.6,2.700000000000001,0,1,0
Manali,2021-04-23,10.6,6.8,33.6,4.3,20.51,3.2,3.8,0,1,0
Manali,2021-04-24,14.9,6.8,0.0,0.0,0.0,5.8,8.100000000000001,0,0,0
Manali,2021-04-25,17.6,10.7,0.0,0.0,0.0,6.9,6.900000000000002,0,0,0
Manali,2021-04-26,18.6,11.2,0.0,0.0,0.0,5.4,7.400000000000002,0,0,0
Manali,2021-04-27,19.2,11.8,0.0,0.0,0.0,5.5,7.399999999999999,0,0,0
Manali,2021-04-28,19.6,12.3,0.0,0.0,0.0,5.9,7.300000000000001,0,0,0
Manali,2021-04-29,19.3,12.6,0.0,0.0,0.0,5.5,6.700000000000001,0,0,0
Manali,2021-04-30,19.0,12.7,0.0,0.0,0.0,4.7,6.300000000000001,0,0,0
Manali,2021-05-01,18.8,12.5,0.0,0.0,0.0,4.7,6.300000000000001,0,0,0
Manali,2021-05-02,18.6,13.4,0.0,0.0,0.0,4.4,5.200000000000001,0,0,0
Manali,2021-05-03,18.6,11.4,0.0,0.0,0.0,3.6,7.200000000000001,0,0,0
Manali,2021-05-04,18.7,13.0,2.9,2.9,0.0,4.3,5.699999999999999,0,0,0
Manali,2021-05-05,16.4,12.6,1.7,1.7,0.0,4.3,3.799999999999999,0,0,0
Manali,2021-05-06,18.1,12.8,0.0,0.0,0.0,4.0,5.300000000000001,0,0,0
Manali,2021-05-07,14.8,9.5,15.4,14.9,0.35,4.0,5.300000000000001,0,1,0
Manali,2021-05-08,16.7,8.2,0.0,0.0,0.0,5.2,8.5,0,0,0
Manali,2021-05-09,17.3,12.5,0.0,0.0,0.0,3.3,4.800000000000001,0,0,0
Manali,2021-05-10,18.1,12.4,0.0,0.0,0.0,5.0,5.700000000000001,0,0,0
Manali,2021-05-11,18.7,13.1,0.0,0.0,0.0,6.6,5.6,0,0,0
Manali,2021-05-12,17.5,12.7,8.0,8.0,0.0,6.4,4.800000000000001,0,0,0
Manali,2021-05-13,14.3,10.0,22.3,22.3,0.0,6.1,4.300000000000001,0,0,0
Manali,2021-05-14,17.8,12.2,10.4,10.4,0.0,7.5,5.600000000000001,0,0,0
Manali,2021-05-15,18.7,10.2,9.5,9.5,0.0,9.5,8.5,0,0,0
Manali,2021-05-16,20.7,13.0,1.8,1.8,0.0,7.3,7.699999999999999,0,0,0
Manali,2021-05-17,21.7,13.3,1.9,1.9,0.0,9.7,8.399999999999999,0,0,0
Manali,2021-05-18,22.4,15.3,0.3,0.3,0.0,8.5,7.099999999999998,0,0,0
Manali,2021-05-19,18.5,14.9,4.6,4.6,0.0,5.9,3.5999999999999996,0,0,0
Manali,2021-05-20,19.5,14.3,11.6,11.6,0.0,6.8,5.199999999999999,0,0,0
Manali,2021-05-21,20.1,13.4,5.2,5.2,0.0,8.6,6.700000000000001,0,0,0
Manali,2021-05-22,20.7,14.6,0.9,0.9,0.0,7.4,6.1,0,0,0
Manali,2021-05-23,19.2,13.9,3.3,3.3,0.0,8.2,5.299999999999999,0,0,0
Manali,2021-05-24,20.7,12.8,1.7,1.7,0.0,7.9,7.899999999999999,0,0,0
Manali,2021-05-25,22.2,15.0,0.4,0.4,0.0,9.9,7.199999999999999,0,0,0
Manali,2021-05-26,23.7,14.4,2.4,2.4,0.0,8.4,9.299999999999999,0,0,0
Manali,2021-05-27,25.6,15.1,0.0,0.0,0.0,7.2,10.500000000000002,0,0,0
Manali,2021-05-28,26.0,15.2,0.0,0.0,0.0,7.6,10.8,0,0,0
Manali,2021-05-29,25.7,17.6,0.9,0.9,0.0,9.1,8.099999999999998,0,0,0
Manali,2021-05-30,23.4,17.8,0.9,0.9,0.0,7.3,5.599999999999998,0,0,0
Manali,2021-05-31,22.3,16.3,4.7,4.7,0.0,7.6,6.0,0,0,0
Manali,2021-06-01,19.9,13.3,12.2,12.2,0.0,6.6,6.599999999999998,0,0,0
Manali,2021-06-02,21.4,11.1,0.8,0.8,0.0,8.6,10.299999999999999,0,0,0
Manali,2021-06-03,22.0,14.5,0.2,0.2,0.0,7.6,7.5,0,0,0
Manali,2021-06-04,22.6,17.3,0.0,0.0,0.0,6.5,5.300000000000001,0,0,0
Manali,2021-06-05,22.8,15.7,1.3,1.3,0.0,7.6,7.100000000000001,0,0,0
Manali,2021-06-06,24.1,16.9,1.4,1.4,0.0,8.0,7.200000000000003,0,0,0
Manali,2021-06-07,25.5,16.7,0.0,0.0,0.0,8.6,8.8,0,0,0
Manali,2021-06-08,27.6,18.7,0.0,0.0,0.0,9.0,8.900000000000002,0,0,0
Manali,2021-06-09,27.8,20.9,0.0,0.0,0.0,8.0,6.900000000000002,0,0,0
Manali,2021-06-10,25.7,19.9,0.2,0.2,0.0,8.6,5.800000000000001,0,0,0
Manali,2021-06-11,25.9,19.4,5.3,5.3,0.0,8.7,6.5,0,0,0
Manali,2021-06-12,23.7,18.0,4.3,4.3,0.0,8.0,5.699999999999999,0,0,0
Manali,2021-06-13,24.3,17.8,12.2,12.2,0.0,6.5,6.5,0,0,0
Manali,2021-06-14,22.8,16.6,3.3,3.3,0.0,7.0,6.199999999999999,0,0,0
Manali,2021-06-15,22.9,16.1,3.5,3.5,0.0,6.9,6.799999999999997,0,0,0
Manali,2021-06-16,21.2,16.5,23.7,23.7,0.0,9.2,4.699999999999999,0,0,0
Manali,2021-06-17,21.4,16.2,5.7,5.7,0.0,7.2,5.199999999999999,0,0,0
Manali,2021-06-18,22.1,17.9,2.7,2.7,0.0,5.8,4.200000000000003,0,0,0
Manali,2021-06-19,23.9,17.9,4.7,4.7,0.0,8.3,6.0,0,0,0
Manali,2021-06-20,22.9,18.0,1.4,1.4,0.0,6.5,4.899999999999999,0,0,0
Manali,2021-06-21,24.2,16.6,0.1,0.1,0.0,7.2,7.599999999999998,0,0,0
Manali,2021-06-22,25.0,18.6,1.3,1.3,0.0,8.6,6.399999999999999,0,0,0
Manali,2021-06-23,24.5,18.8,0.2,0.2,0.0,8.7,5.699999999999999,0,0,0
Manali,2021-06-24,24.0,19.5,0.0,0.0,0.0,6.9,4.5,0,0,0
Manali,2021-06-25,22.2,18.7,0.6,0.6,0.0,6.6,3.5,0,0,0
Manali,2021-06-26,22.9,15.6,0.0,0.0,0.0,6.1,7.299999999999999,0,0,0
Manali,2021-06-27,24.8,19.8,0.4,0.4,0.0,6.5,5.0,0,0,0
Manali,2021-06-28,24.4,19.5,0.4,0.4,0.0,6.1,4.899999999999999,0,0,0
Manali,2021-06-29,25.2,20.0,0.0,0.0,0.0,7.2,5.199999999999999,0,0,0
Manali,2021-06-30,25.4,19.6,0.7,0.7,0.0,7.3,5.799999999999997,0,0,0
Manali,2021-07-01,24.3,19.3,9.7,9.7,0.0,6.1,5.0,0,0,0
Manali,2021-07-02,22.2,19.4,2.9,2.9,0.0,6.0,2.8000000000000007,0,0,0
Manali,2021-07-03,22.9,18.7,1.6,1.6,0.0,5.0,4.199999999999999,0,0,0
Manali,2021-07-04,24.0,19.5,0.0,0.0,0.0,6.1,4.5,0,0,0
Manali,2021-07-05,24.5,19.7,0.6,0.6,0.0,7.0,4.800000000000001,0,0,0
Manali,2021-07-06,25.3,19.9,0.1,0.1,0.0,6.6,5.400000000000002,0,0,0
Manali,2021-07-07,25.3,20.3,0.0,0.0,0.0,6.2,5.0,0,0,0
Manali,2021-07-08,24.3,20.0,1.6,1.6,0.0,5.5,4.300000000000001,0,0,0
Manali,2021-07-09,25.4,19.9,0.0,0.0,0.0,7.2,5.5,0,0,0
Manali,2021-07-10,24.3,20.5,0.9,0.9,0.0,6.2,3.8000000000000007,0,0,0
Manali,2021-07-11,24.3,20.1,3.0,3.0,0.0,5.7,4.199999999999999,0,0,0
Manali,2021-07-12,22.1,19.8,44.8,44.8,0.0,7.3,2.3000000000000007,0,0,0
Manali,2021-07-13,21.4,18.2,36.8,36.8,0.0,8.8,3.1999999999999993,0,0,0
Manali,2021-07-14,23.9,18.9,5.6,5.6,0.0,5.4,5.0,0,0,0
Manali,2021-07-15,24.6,19.4,0.3,0.3,0.0,5.9,5.200000000000003,0,0,0
Manali,2021-07-16,25.0,20.0,1.4,1.4,0.0,6.4,5.0,0,0,0
Manali,2021-07-17,24.7,20.3,3.9,3.9,0.0,7.6,4.399999999999999,0,0,0
Manali,2021-07-18,24.8,21.3,3.4,3.4,0.0,6.7,3.5,0,0,0
Manali,2021-07-19,23.0,20.5,58.5,58.5,0.0,4.9,2.5,1,0,0
Manali,2021-07-20,23.6,19.4,5.8,5.8,0.0,6.7,4.200000000000003,0,0,0
Manali,2021-07-21,24.3,19.8,0.9,0.9,0.0,4.9,4.5,0,0,0
Manali,2021-07-22,22.3,19.7,27.3,27.3,0.0,4.0,2.6000000000000014,0,0,0
Manali,2021-07-23,23.8,19.9,10.6,10.6,0.0,4.2,3.900000000000002,0,0,0
Manali,2021-07-24,23.6,20.4,3.8,3.8,0.0,7.4,3.200000000000003,0,0,0
Manali,2021-07-25,24.0,21.0,2.1,2.1,0.0,6.8,3.0,0,0,0
Manali,2021-07-26,24.0,21.1,5.8,5.8,0.0,6.9,2.8999999999999986,0,0,0
Manali,2021-07-27,24.0,21.5,16.2,16.2,0.0,6.4,2.5,0,0,0
Manali,2021-07-28,23.5,20.9,38.3,38.3,0.0,7.5,2.6000000000000014,0,0,0
Manali,2021-07-29,23.0,20.6,1.7,1.7,0.0,3.4,2.3999999999999986,0,0,0
Manali,2021-07-30,24.1,20.3,8.0,8.0,0.0,4.7,3.8000000000000007,0,0,0
Manali,2021-07-31,22.4,19.6,8.3,8.3,0.0,3.7,2.799999999999997,0,0,0
Manali,2021-08-01,24.1,20.4,1.4,1.4,0.0,6.4,3.700000000000003,0,0,0
Manali,2021-08-02,24.1,20.8,0.7,0.7,0.0,4.6,3.3000000000000007,0,0,0
Manali,2021-08-03,23.9,19.4,14.5,14.5,0.0,4.3,4.5,0,0,0
Manali,2021-08-04,24.3,19.9,0.5,0.5,0.0,4.7,4.400000000000002,0,0,0
Manali,2021-08-05,24.1,20.0,1.6,1.6,0.0,5.4,4.100000000000001,0,0,0
Manali,2021-08-06,24.6,19.2,1.1,1.1,0.0,5.8,5.400000000000002,0,0,0
Manali,2021-08-07,24.7,19.7,1.1,1.1,0.0,6.7,5.0,0,0,0
Manali,2021-08-08,23.2,19.6,2.5,2.5,0.0,5.8,3.599999999999998,0,0,0
Manali,2021-08-09,23.0,19.2,2.2,2.2,0.0,6.5,3.8000000000000007,0,0,0
Manali,2021-08-10,23.5,18.7,0.4,0.4,0.0,5.3,4.800000000000001,0,0,0
Manali,2021-08-11,24.1,19.2,0.9,0.9,0.0,5.0,4.900000000000002,0,0,0
Manali,2021-08-12,24.6,19.9,2.8,2.8,0.0,5.5,4.700000000000003,0,0,0
Manali,2021-08-13,24.3,19.7,8.3,8.3,0.0,5.9,4.600000000000001,0,0,0
Manali,2021-08-14,22.3,18.1,2.6,2.6,0.0,5.9,4.199999999999999,0,0,0
Manali,2021-08-15,23.7,17.7,9.2,9.2,0.0,7.6,6.0,0,0,0
Manali,2021-08-16,24.1,19.2,1.9,1.9,0.0,6.0,4.900000000000002,0,0,0
Manali,2021-08-17,24.6,19.5,0.1,0.1,0.0,6.3,5.100000000000001,0,0,0
Manali,2021-08-18,24.3,19.9,0.1,0.1,0.0,5.8,4.400000000000002,0,0,0
Manali,2021-08-19,25.1,19.5,0.2,0.2,0.0,5.8,5.600000000000001,0,0,0
Manali,2021-08-20,22.9,19.7,7.6,7.6,0.0,7.3,3.1999999999999993,0,0,0
Manali,2021-08-21,23.1,19.9,15.5,15.5,0.0,5.8,3.200000000000003,0,0,0
Manali,2021-08-22,23.9,19.5,0.2,0.2,0.0,5.4,4.399999999999999,0,0,0
Manali,2021-08-23,24.4,20.0,0.8,0.8,0.0,6.2,4.399999999999999,0,0,0
Manali,2021-08-24,24.6,18.6,5.4,5.4,0.0,7.9,6.0,0,0,0
Manali,2021-08-25,24.3,19.8,8.9,8.9,0.0,7.6,4.5,0,0,0
Manali,2021-08-26,24.7,20.3,6.5,6.5,0.0,7.3,4.399999999999999,0,0,0
Manali,2021-08-27,23.5,19.8,22.5,22.5,0.0,7.0,3.6999999999999993,0,0,0
Manali,2021-08-28,23.1,19.1,6.5,6.5,0.0,6.5,4.0,0,0,0
Manali,2021-08-29,23.1,18.3,11.3,11.3,0.0,7.3,4.800000000000001,0,0,0
Manali,2021-08-30,23.1,18.6,0.2,0.2,0.0,5.1,4.5,0,0,0
Manali,2021-08-31,23.7,17.1,0.0,0.0,0.0,4.7,6.599999999999998,0,0,0
Manali,2021-09-01,22.8,18.8,0.3,0.3,0.0,7.2,4.0,0,0,0
Manali,2021-09-02,22.2,18.6,3.9,3.9,0.0,4.0,3.599999999999998,0,0,0
Manali,2021-09-03,22.6,18.9,10.1,10.1,0.0,4.4,3.700000000000003,0,0,0
Manali,2021-09-04,23.2,19.4,0.6,0.6,0.0,5.5,3.8000000000000007,0,0,0
Manali,2021-09-05,23.7,20.1,0.8,0.8,0.0,5.6,3.599999999999998,0,0,0
Manali,2021-09-06,24.5,20.6,0.6,0.6,0.0,6.2,3.8999999999999986,0,0,0
Manali,2021-09-07,23.3,19.1,1.6,1.6,0.0,5.3,4.199999999999999,0,0,0
Manali,2021-09-08,20.7,18.0,18.7,18.7,0.0,3.9,2.6999999999999993,0,0,0
Manali,2021-09-09,22.2,18.3,15.7,15.7,0.0,5.9,3.8999999999999986,0,0,0
Manali,2021-09-10,22.8,18.5,0.1,0.1,0.0,6.0,4.300000000000001,0,0,0
Manali,2021-09-11,21.6,18.5,25.7,25.7,0.0,6.3,3.1000000000000014,0,0,0
Manali,2021-09-12,20.8,18.6,15.9,15.9,0.0,4.7,2.1999999999999993,0,0,0
Manali,2021-09-13,21.3,17.6,22.8,22.8,0.0,3.7,3.6999999999999993,0,0,0
Manali,2021-09-14,23.6,16.1,0.0,0.0,0.0,8.6,7.5,0,0,0
Manali,2021-09-15,21.9,18.7,0.5,0.5,0.0,7.6,3.1999999999999993,0,0,0
Manali,2021-09-16,23.5,18.1,0.1,0.1,0.0,7.0,5.399999999999999,0,0,0
Manali,2021-09-17,23.5,15.0,0.0,0.0,0.0,5.2,8.5,0,0,0
Manali,2021-09-18,24.1,17.4,0.0,0.0,0.0,5.7,6.700000000000003,0,0,0
Manali,2021-09-19,23.9,20.0,0.5,0.5,0.0,6.2,3.8999999999999986,0,0,0
Manali,2021-09-20,23.6,19.0,17.1,17.1,0.0,6.0,4.600000000000001,0,0,0
Manali,2021-09-21,22.8,18.6,9.9,9.9,0.0,5.8,4.199999999999999,0,0,0
Manali,2021-09-22,21.7,17.9,2.9,2.9,0.0,5.9,3.8000000000000007,0,0,0
Manali,2021-09-23,19.2,18.1,7.6,7.6,0.0,4.0,1.0999999999999979,0,0,0
Manali,2021-09-24,21.9,17.1,6.7,6.7,0.0,6.4,4.799999999999997,0,0,0
Manali,2021-09-25,23.0,18.0,0.0,0.0,0.0,6.3,5.0,0,0,0
Manali,2021-09-26,22.5,18.0,0.0,0.0,0.0,5.4,4.5,0,0,0
Manali,2021-09-27,22.8,18.6,0.0,0.0,0.0,6.0,4.199999999999999,0,0,0
Manali,2021-09-28,22.4,17.0,2.1,2.1,0.0,6.8,5.399999999999999,0,0,0
Manali,2021-09-29,22.1,18.2,0.4,0.4,0.0,5.5,3.900000000000002,0,0,0
Manali,2021-09-30,21.7,18.5,0.3,0.3,0.0,6.1,3.1999999999999993,0,0,0
Manali,2021-10-01,21.6,18.4,3.2,3.2,0.0,6.0,3.200000000000003,0,0,0
Manali,2021-10-02,21.7,17.9,5.3,5.3,0.0,7.6,3.8000000000000007,0,0,0
Manali,2021-10-03,22.2,17.1,5.7,5.7,0.0,7.2,5.099999999999998,0,0,0
Manali,2021-10-04,21.7,17.2,18.6,18.6,0.0,7.6,4.5,0,0,0
Manali,2021-10-05,22.4,14.5,5.7,5.7,0.0,8.1,7.899999999999999,0,0,0
Manali,2021-10-06,22.5,16.8,0.0,0.0,0.0,7.0,5.699999999999999,0,0,0
Manali,2021-10-07,23.1,17.9,0.0,0.0,0.0,7.8,5.200000000000003,0,0,0
Manali,2021-10-08,22.7,16.9,1.5,1.5,0.0,7.1,5.800000000000001,0,0,0
Manali,2021-10-09,21.4,16.2,0.7,0.7,0.0,7.3,5.199999999999999,0,0,0
Manali,2021-10-10,20.7,16.2,1.0,1.0,0.0,8.3,4.5,0,0,0
Manali,2021-10-11,20.2,16.4,0.8,0.8,0.0,8.2,3.8000000000000007,0,0,0
Manali,2021-10-12,20.3,13.9,0.0,0.0,0.0,7.2,6.4,0,0,0
Manali,2021-10-13,20.2,10.7,6.0,5.7,0.21,13.4,9.5,0,1,0
Manali,2021-10-14,22.8,13.2,0.0,0.0,0.0,9.5,9.600000000000001,0,0,0
Manali,2021-10-15,23.9,16.9,0.0,0.0,0.0,7.2,7.0,0,0,0
Manali,2021-10-16,22.9,15.3,0.0,0.0,0.0,9.8,7.599999999999998,0,0,0
Manali,2021-10-17,19.1,12.7,34.4,34.4,0.0,9.2,6.400000000000002,0,0,0
Manali,2021-10-18,16.8,12.7,36.8,36.8,0.0,6.2,4.100000000000001,0,0,0
